#songId, title, artist_name, artist_id, song_type, key, energy, liveness, tempo, speechiness, acousticness, instrumentalness, mode, time_signature, duration, loudness, valence, danceability
SOZLUAN1393A9FD85F,"Classic (feat. Krs-One, Redman, Teknizzle & Hi-Def)",Mad Skill,AROLIMG122ECCBDBCB,"studio, electric, vocal",1,0.961386,0.190541,94.595,0.330121,0.067957,0.000204,1,4,324.18023,-3.744,0.607293,0.611798
SOGUHEG1473E38F293,Quiero Ser Mikel Erentxun,Santi Millan,ARSPIBE133EFAF8B46,"studio, electric, vocal",2,0.711226,0.135392,130.053,0.02649,0.015933,0.233853,1,4,102.12091,-4.883,0.653402,0.609586
SOSOWPI1393E413CE7,Open - Up,Journal,ARAHRAN122BCFC8FC0,"studio, vocal",0,0.519515,0.089025,115.009,0.04348,0.712212,0.0001,1,4,219.71546,-9.838,0.339473,0.620654
SOACHSE1315CD4DDA9,Boatmen,Irish Celtic Music,ARAHVOA12C60E4EC05,"studio, electric, vocal",7,0.489784,0.121179,87.999,0.032546,0.108415,0.010766,1,4,381.35828,-8.591,0.236889,0.625675
SOBANFQ12AC4689D79,Vida Mia,Los Iracundos,ARYN8YT1187FB38396,studio,7,0.404303,0.104812,106.035,0.034733,0.792716,0.864989,0,4,176.01288,-6.568,0.356961,0.615224
SORHJQI12AC4687BAD,Lonely Moon,Smokestack Lightnin',ARCF6GJ1187B9A30E6,"acoustic, studio",2,0.367049,0.172835,125.281,0.038119,0.920588,0.4078,0,4,227.23955,-14.774,0.486053,0.649485
SOFIVVP13EA8981D1D,Time 4 Me 2 Get Funky With U (Unplugged),Jonathan Rogers,ARUXIBF13CFD709D74,"studio, vocal",0,0.349244,0.247756,110.019,0.034567,0.814125,0.008576,1,4,184.27311,-14.004,0.273871,0.639722
SOCHOTT1304CEC381B,Coming Around Again,Peter Buffett,ARPDLGZ1187FB43801,"studio, electric, vocal",7,0.793241,0.099324,119.999,0.027422,0.047655,0.073877,0,4,260.02621,-7.519,0.297123,0.619566
SOYPBQW1312A8A7718,Det Store Blå,Eva Madsen,AR8EIVY1187FB40DCA,"studio, vocal",0,0.335574,0.118693,89.04,0.028168,0.482021,1.00E-06,0,4,247.30621,-10.033,0.400251,0.628932
SOFQPFX1312A8A588E,Bakala Banger,Ikki,ARDPWQJ12086C115B0,"studio, electric, vocal",7,0.767943,0.265056,66.036,0.585382,4.70E-05,0.393232,1,4,227.34367,-10.447,0.089102,0.619765
SOIUDEC144EE49453C,They Will Bow,Sharon Wilbur,ARAJCRY1250940F801,"studio, electric, vocal",11,0.70288,0.119883,156.035,0.03095,0.015063,2.00E-06,1,4,250.99955,-8.128,0.771317,0.605756
SOSNVPR12A8C1370EB,? To Ko,LSD,ARPYTW01187B991EEB,"studio, electric, vocal",7,0.803935,0.382769,168.771,0.385291,0.049154,1.00E-06,0,3,32.45288,-7.787,0.812925,0.634376
SOKDUZU1393B36BDBE,Here The Roses,Fireworks Night,AR2EBZF1187B9B5841,"studio, electric, vocal",9,0.306888,0.098562,106.146,0.025164,0.227777,0.027482,0,4,218.33288,-11.31,0.535855,0.635493
SOCOFDD1313438E0BE,Sabor de Cereja,Rick & Renner,ARN17G01187B9A7906,"live, vocal",8,0.48118,0.902813,77.251,0.055712,0.661229,0,0,4,163.35955,-19.479,0.758288,0.600527
