#songId, title, artist_name, artist_id, song_type, key, energy, liveness, tempo, speechiness, acousticness, instrumentalness, mode, time_signature, duration, loudness, valence, danceability
SOBOZRM1374DE8E0F4,BACK SPACE,Optokoppler,AR9I7IZ1187B9B0931,"studio, electric",7,0.979974,0.161348,144.019,0.068007,0.00044,0.740873,1,4,554.26621,-4.609,0.242686,0.524593
SONPBPX1366556AEAC,Soul Deep,Dave Lindholm,AROK6UC1187B9B6F95,"studio, electric, vocal",9,0.846314,0.58935,96.625,0.038488,0.000816,0.000167,1,4,307.83955,-5.725,0.504242,0.518422
SOYCZWN141B501B6B3,Arrest Me Now,Pioneers of Love,ARC46QQ1187FB5B0DF,"studio, electric, vocal",5,0.744559,0.52462,127.99,0.036178,8.00E-05,0.040156,1,4,213.26621,-5.508,0.282083,0.5299
SOTOBJM136E6DEDD77,Tell Me Why You're Always Late,Geno Delafose,AR2C7WR1187B9A18C8,"studio, electric, vocal",8,0.880014,0.096079,129.549,0.081491,0.076206,0.003475,1,4,304.79955,-5.095,0.659544,0.541763
SONNYPF13C1B30EF36,L'Oeuvre De Dieu,Matt,ARE8SOO1187FB3BC1D,"studio, electric, vocal",5,0.522692,0.114046,95.087,0.041579,0.268828,0.007978,1,3,469.99955,-10.567,0.284394,0.540988
SODBMNF1372E9319C1,Germany Rocks (Club Mix),The United Four,ARIXYUU12086C11F74,"remix, studio, electric, vocal",0,0.739326,0.253929,145.104,0.04236,0.001453,9.00E-05,1,4,204.74621,-14.814,0.810567,0.500601
SOAVKPO12AB01804C8,Délit D'Amour,Cyril Cinelu,ARKQWGX12454A2E0A1,"studio, electric, vocal",0,0.783422,0.150529,135.029,0.035683,0.055163,2.80E-05,1,4,212.51955,-6.44,0.461209,0.501758
SOAQKWM1498C35B391,Coke Boy (feat. Farlow),Psyph Morrison,ARZUTWW12AA0D899F8,"studio, electric, vocal",8,0.839173,0.081344,96.487,0.393656,0.026123,1.00E-06,1,3,222.25333,-7.168,0.510084,0.512017
SOBCFYC13E8AE6A5D5,Breath,Kapakyupanki,ARHJGOB1373E16F2ED,"studio, electric, vocal",5,0.662252,0.369485,120.051,0.040065,0.005023,0.353153,1,4,240.27156,-12.536,0.052483,0.511182
SOESZOQ12AB018D479,Dirty Ways,The Delilahs,ARWR7MK1187FB3962A,"studio, electric",9,0.486858,0.194715,102.18,0.029498,0.033508,0.764926,1,4,300.13288,-10.542,0.438674,0.509505
SOARUPF12AF729C3CD,Die volkstümliche Heimatmelodie,Hape Kerkeling,ARVWR4E1187B98CE3F,"acoustic, studio, vocal",3,0.55017,0.194403,92.417,0.921107,0.928157,0,0,4,213.42621,-12.073,0.402686,0.523897
SOJKWUG12A6D4F5646,Contact by sunlight (feat. DJ SpaceRaven) [DJ SpaceRaven Remix],Titus,ARNGNSY1187FB41770,"remix, studio, electric",0,0.997334,0.251638,144.99,0.062608,0.000134,0.86701,1,4,425.37751,-6.627,0.137556,0.535286
SOFDSIO14309657E45,Thread Safe,Serenade,AREPCLQ1187B9A2D44,"studio, electric, vocal",0,0.843004,0.621951,110.016,0.051839,0.004825,0.24394,1,3,231.70567,-5.331,0.451721,0.542512
